# Step	Acceptance_Rate	Sequence_Identity_%	CAI	Free_Energy	CpG	Stem	UTR_Hybridisation	Initial_Hybridisation
72300	0.2826	41.9065	6.363807e-01	-1.612258e+00	0.000000e+00	0.000000e+00	7.987618e-02	5.006889e-01
72400	0.5357	41.0072	6.346684e-01	-1.657862e+00	0.000000e+00	0.000000e+00	1.539690e-01	4.855275e-01
72500	0.5510	41.1871	6.295582e-01	-1.652206e+00	0.000000e+00	0.000000e+00	9.820397e-02	4.997093e-01
72600	0.4444	40.4676	6.312498e-01	-1.647302e+00	0.000000e+00	0.000000e+00	1.112071e-01	4.589778e-01
72700	0.4074	40.8273	6.277129e-01	-1.632120e+00	0.000000e+00	0.000000e+00	1.112191e-01	4.590121e-01
72800	0.3667	41.0072	6.321663e-01	-1.636229e+00	0.000000e+00	0.000000e+00	1.051843e-01	4.616888e-01
72900	0.5254	39.9281	6.490954e-01	-1.641107e+00	0.000000e+00	0.000000e+00	1.019622e-01	4.654665e-01
73000	0.5319	41.5468	6.414918e-01	-1.590663e+00	0.000000e+00	0.000000e+00	8.276490e-02	4.680325e-01
73100	0.5098	42.2662	6.403298e-01	-1.545012e+00	0.000000e+00	0.000000e+00	2.050790e-01	4.787982e-01
73200	0.5636	41.7266	6.310652e-01	-1.560957e+00	0.000000e+00	0.000000e+00	1.306191e-01	4.739194e-01
73300	0.5357	42.4460	6.213169e-01	-1.589930e+00	0.000000e+00	0.000000e+00	7.056039e-02	5.117989e-01
73400	0.6786	41.3669	6.203916e-01	-1.619325e+00	0.000000e+00	0.000000e+00	7.056151e-02	4.425259e-01
73500	0.5538	40.6475	6.200682e-01	-1.659344e+00	0.000000e+00	0.000000e+00	6.928189e-02	4.105367e-01
73600	0.6167	42.2662	6.261917e-01	-1.613826e+00	0.000000e+00	0.000000e+00	6.915933e-02	4.242407e-01
73700	0.5263	41.0072	6.254946e-01	-1.639944e+00	0.000000e+00	0.000000e+00	9.324574e-02	4.212565e-01
73800	0.6531	40.6475	6.197243e-01	-1.624055e+00	0.000000e+00	0.000000e+00	6.858962e-02	4.786813e-01
73900	0.5614	41.3669	6.184396e-01	-1.543924e+00	0.000000e+00	0.000000e+00	7.624587e-02	4.824379e-01
74000	0.5484	40.8273	6.174645e-01	-1.578489e+00	0.000000e+00	0.000000e+00	7.446445e-02	5.020360e-01
74100	0.6667	41.5468	6.280863e-01	-1.602488e+00	0.000000e+00	0.000000e+00	2.122831e-01	4.201558e-01
74200	0.7021	42.0863	6.233162e-01	-1.613129e+00	0.000000e+00	0.000000e+00	1.265702e-01	4.593622e-01
74300	0.3393	41.7266	6.243160e-01	-1.616779e+00	0.000000e+00	0.000000e+00	1.068106e-01	4.736949e-01
74400	0.3607	42.0863	6.153802e-01	-1.614001e+00	0.000000e+00	0.000000e+00	8.004141e-02	4.819712e-01
74500	0.4746	42.2662	6.194429e-01	-1.596343e+00	0.000000e+00	0.000000e+00	7.525622e-02	4.748231e-01
74600	0.4783	42.9856	6.157965e-01	-1.621584e+00	0.000000e+00	0.000000e+00	7.000413e-02	4.836091e-01
74700	0.4068	43.1655	6.197649e-01	-1.615914e+00	0.000000e+00	0.000000e+00	7.026568e-02	4.803664e-01
74800	0.5283	44.2446	6.089178e-01	-1.610487e+00	0.000000e+00	0.000000e+00	1.199385e-01	5.907472e-01
74900	0.6481	44.2446	6.153975e-01	-1.624422e+00	0.000000e+00	0.000000e+00	8.139055e-02	5.600308e-01
75000	0.6038	43.7050	6.220591e-01	-1.606207e+00	0.000000e+00	0.000000e+00	8.194565e-02	5.635820e-01
75100	0.5200	42.4460	6.284253e-01	-1.605811e+00	0.000000e+00	0.000000e+00	7.798327e-02	5.586029e-01
75200	0.3898	42.6259	6.223628e-01	-1.635068e+00	0.000000e+00	0.000000e+00	8.301435e-02	5.564748e-01
75300	0.3607	43.3453	6.248790e-01	-1.616623e+00	0.000000e+00	0.000000e+00	8.383207e-02	4.862336e-01
75400	0.5714	43.1655	6.145937e-01	-1.603786e+00	0.000000e+00	0.000000e+00	7.275401e-02	4.697334e-01
75500	0.5370	42.6259	6.223446e-01	-1.637435e+00	0.000000e+00	0.000000e+00	7.630990e-02	4.674125e-01
75600	0.4918	42.6259	6.265773e-01	-1.609130e+00	0.000000e+00	0.000000e+00	7.257669e-02	4.656959e-01
75700	0.5849	41.7266	6.340779e-01	-1.662934e+00	0.000000e+00	0.000000e+00	7.309379e-02	4.698124e-01
75800	0.5574	42.6259	6.194673e-01	-1.675022e+00	0.000000e+00	0.000000e+00	7.334962e-02	4.772681e-01
75900	0.4912	42.9856	6.247568e-01	-1.609107e+00	0.000000e+00	0.000000e+00	7.841058e-02	4.991788e-01
76000	0.4531	43.1655	6.180453e-01	-1.622184e+00	0.000000e+00	0.000000e+00	7.731648e-02	4.690832e-01
76100	0.5745	42.6259	6.109581e-01	-1.632506e+00	0.000000e+00	0.000000e+00	7.749563e-02	4.802853e-01
76200	0.5738	42.6259	6.113851e-01	-1.603934e+00	0.000000e+00	0.000000e+00	6.592374e-02	4.952118e-01
76300	0.6290	41.3669	6.210928e-01	-1.649432e+00	0.000000e+00	0.000000e+00	9.564143e-02	4.897180e-01
76400	0.5536	41.9065	6.186396e-01	-1.631505e+00	0.000000e+00	0.000000e+00	6.755003e-02	5.186124e-01
76500	0.3913	41.5468	6.201805e-01	-1.636962e+00	0.000000e+00	0.000000e+00	7.505221e-02	5.060700e-01
76600	0.6038	40.2878	6.124360e-01	-1.621075e+00	0.000000e+00	0.000000e+00	7.158144e-02	5.025804e-01
76700	0.6481	40.1079	6.105214e-01	-1.652019e+00	0.000000e+00	0.000000e+00	6.669837e-02	5.045835e-01
76800	0.5254	41.5468	6.066234e-01	-1.654373e+00	0.000000e+00	0.000000e+00	7.579230e-02	4.960289e-01
76900	0.4915	41.9065	6.061516e-01	-1.651173e+00	0.000000e+00	0.000000e+00	1.109093e-01	4.848800e-01
77000	0.6000	41.7266	6.070003e-01	-1.671930e+00	0.000000e+00	0.000000e+00	1.109838e-01	4.850090e-01
77100	0.7333	39.9281	6.080770e-01	-1.708862e+00	0.000000e+00	0.000000e+00	1.195055e-01	4.840721e-01
77200	0.6226	39.5683	6.172048e-01	-1.676891e+00	0.000000e+00	0.000000e+00	1.155729e-01	4.875903e-01
77300	0.5614	40.2878	6.168920e-01	-1.702105e+00	0.000000e+00	0.000000e+00	1.255569e-01	4.850418e-01
77400	0.6143	40.4676	6.249768e-01	-1.679758e+00	0.000000e+00	0.000000e+00	9.957652e-02	5.096600e-01
77500	0.7755	40.6475	6.202490e-01	-1.660814e+00	0.000000e+00	0.000000e+00	1.410203e-01	4.755017e-01
77600	0.4426	41.9065	6.164294e-01	-1.651698e+00	0.000000e+00	0.000000e+00	1.365283e-01	5.028647e-01
77700	0.5357	41.7266	6.208799e-01	-1.610286e+00	0.000000e+00	0.000000e+00	8.857715e-02	5.342523e-01
77800	0.6034	40.8273	6.202057e-01	-1.623778e+00	0.000000e+00	0.000000e+00	1.417271e-01	4.970227e-01
77900	0.6230	41.1871	6.244042e-01	-1.601584e+00	0.000000e+00	0.000000e+00	7.359356e-02	5.149897e-01
78000	0.6200	42.0863	6.249642e-01	-1.611689e+00	0.000000e+00	0.000000e+00	9.755388e-02	4.948180e-01
78100	0.5902	41.5468	6.342993e-01	-1.682154e+00	0.000000e+00	0.000000e+00	8.758279e-02	4.912668e-01
78200	0.6250	42.9856	6.214858e-01	-1.644546e+00	0.000000e+00	0.000000e+00	8.694929e-02	4.887584e-01
78300	0.5849	43.3453	6.238895e-01	-1.622294e+00	0.000000e+00	0.000000e+00	9.053095e-02	4.791651e-01
78400	0.0926	43.7050	6.221462e-01	-1.605742e+00	0.000000e+00	0.000000e+00	9.015993e-02	5.170928e-01
78500	0.5000	44.2446	6.280171e-01	-1.620515e+00	0.000000e+00	0.000000e+00	8.969807e-02	5.117446e-01
78600	0.4844	44.0647	6.242093e-01	-1.622927e+00	0.000000e+00	0.000000e+00	8.999494e-02	5.154267e-01
78700	0.5263	44.4245	6.102952e-01	-1.659708e+00	0.000000e+00	0.000000e+00	7.244426e-02	5.120114e-01
78800	0.4576	45.3237	6.107107e-01	-1.628117e+00	0.000000e+00	0.000000e+00	7.166539e-02	5.264482e-01
78900	0.5161	45.1439	6.066964e-01	-1.639876e+00	0.000000e+00	0.000000e+00	1.266742e-01	4.753577e-01
79000	0.4130	44.0647	6.047234e-01	-1.677767e+00	0.000000e+00	0.000000e+00	1.012426e-01	4.589588e-01
79100	0.4314	44.2446	6.048683e-01	-1.630291e+00	0.000000e+00	0.000000e+00	9.519477e-02	5.065968e-01
79200	0.5769	44.0647	6.055848e-01	-1.659462e+00	0.000000e+00	0.000000e+00	6.699259e-02	5.234335e-01
79300	0.4286	44.2446	6.106446e-01	-1.634696e+00	0.000000e+00	0.000000e+00	9.183977e-02	5.310297e-01
79400	0.5263	44.0647	6.122203e-01	-1.614470e+00	0.000000e+00	0.000000e+00	9.247286e-02	5.428096e-01
79500	0.4091	43.8849	6.157798e-01	-1.640751e+00	0.000000e+00	0.000000e+00	1.223219e-01	5.236076e-01
79600	0.5636	44.4245	6.127015e-01	-1.628915e+00	0.000000e+00	0.000000e+00	1.676193e-01	5.007385e-01
79700	0.3793	44.4245	6.110539e-01	-1.625744e+00	0.000000e+00	0.000000e+00	6.645382e-02	5.702998e-01
79800	0.3111	43.5252	6.077440e-01	-1.605086e+00	0.000000e+00	0.000000e+00	6.681040e-02	5.595918e-01
79900	0.5091	43.8849	6.117022e-01	-1.617261e+00	0.000000e+00	0.000000e+00	6.657387e-02	5.705752e-01
80000	0.5926	44.2446	6.120795e-01	-1.624953e+00	0.000000e+00	0.000000e+00	6.754581e-02	5.668417e-01
80100	0.3509	43.5252	6.183869e-01	-1.609004e+00	0.000000e+00	0.000000e+00	6.632084e-02	5.718231e-01
80200	0.4138	43.1655	6.163121e-01	-1.618714e+00	0.000000e+00	0.000000e+00	6.645895e-02	5.909284e-01
80300	0.2131	43.1655	6.167245e-01	-1.631357e+00	0.000000e+00	0.000000e+00	9.398104e-02	5.904978e-01
80400	0.3000	43.7050	6.160642e-01	-1.651183e+00	0.000000e+00	0.000000e+00	6.671721e-02	6.120289e-01
80500	0.6034	43.8849	6.235229e-01	-1.649892e+00	0.000000e+00	0.000000e+00	6.788596e-02	6.245714e-01
80600	0.5306	44.0647	6.172068e-01	-1.633889e+00	0.000000e+00	0.000000e+00	6.790256e-02	6.195244e-01
80700	0.4074	43.1655	6.115334e-01	-1.638424e+00	0.000000e+00	0.000000e+00	6.674292e-02	5.478637e-01
80800	0.5455	42.8058	6.048952e-01	-1.617043e+00	0.000000e+00	0.000000e+00	6.774058e-02	5.534329e-01
80900	0.4677	42.6259	6.070474e-01	-1.573824e+00	0.000000e+00	0.000000e+00	6.784020e-02	5.518258e-01
81000	0.4677	43.8849	6.066713e-01	-1.605705e+00	0.000000e+00	0.000000e+00	6.702601e-02	5.732037e-01
81100	0.5763	44.2446	6.063190e-01	-1.563697e+00	0.000000e+00	0.000000e+00	6.642441e-02	5.889063e-01
81200	0.6557	43.1655	5.992823e-01	-1.565928e+00	0.000000e+00	0.000000e+00	7.666726e-02	5.945544e-01
81300	0.5490	42.2662	5.956313e-01	-1.612901e+00	0.000000e+00	0.000000e+00	8.684363e-02	5.916118e-01
81400	0.5231	41.9065	5.955218e-01	-1.606529e+00	0.000000e+00	0.000000e+00	8.743249e-02	5.934116e-01
81500	0.3729	41.3669	5.997729e-01	-1.626682e+00	0.000000e+00	0.000000e+00	9.255993e-02	5.946089e-01
81600	0.6000	41.3669	5.945481e-01	-1.629495e+00	0.000000e+00	0.000000e+00	8.227884e-02	6.014319e-01
81700	0.5968	40.8273	5.908872e-01	-1.602343e+00	0.000000e+00	0.000000e+00	1.120350e-01	6.013394e-01
81800	0.4310	41.1871	5.892653e-01	-1.604538e+00	0.000000e+00	0.000000e+00	1.688969e-01	5.198879e-01
81900	0.4630	41.0072	5.908723e-01	-1.559185e+00	0.000000e+00	0.000000e+00	1.343978e-01	5.320418e-01
82000	0.5556	42.0863	5.962521e-01	-1.551642e+00	0.000000e+00	0.000000e+00	1.172108e-01	5.512904e-01
82100	0.5510	43.3453	5.947129e-01	-1.567202e+00	0.000000e+00	0.000000e+00	7.665892e-02	5.518020e-01
82200	0.3673	44.4245	5.887516e-01	-1.554388e+00	0.000000e+00	0.000000e+00	1.277937e-01	5.201688e-01
82300	0.5167	43.3453	5.975283e-01	-1.581530e+00	0.000000e+00	0.000000e+00	9.097238e-02	5.435606e-01
82400	0.5000	42.4460	6.010042e-01	-1.575026e+00	0.000000e+00	0.000000e+00	8.012348e-02	5.400694e-01
82500	0.5538	42.0863	5.941176e-01	-1.604993e+00	0.000000e+00	0.000000e+00	3.196846e-01	5.145186e-01
82600	0.5763	42.6259	5.995439e-01	-1.581939e+00	0.000000e+00	0.000000e+00	1.708453e-01	5.645066e-01
82700	0.3898	43.1655	5.990248e-01	-1.592934e+00	0.000000e+00	0.000000e+00	1.766113e-01	5.736121e-01
82800	0.3214	43.7050	5.953890e-01	-1.609234e+00	0.000000e+00	0.000000e+00	1.915476e-01	5.719254e-01
82900	0.3333	43.1655	5.940257e-01	-1.643294e+00	0.000000e+00	0.000000e+00	1.983296e-01	5.852704e-01
83000	0.3968	43.3453	5.903463e-01	-1.640231e+00	0.000000e+00	0.000000e+00	2.260342e-01	5.940576e-01
83100	0.6071	41.9065	5.892857e-01	-1.617906e+00	0.000000e+00	0.000000e+00	1.456762e-01	6.706353e-01
83200	0.4833	42.8058	5.927982e-01	-1.603848e+00	0.000000e+00	0.000000e+00	5.588886e-02	6.239772e-01
83300	0.4237	42.4460	5.922713e-01	-1.628401e+00	0.000000e+00	0.000000e+00	6.410383e-02	5.963762e-01
83400	0.5556	43.8849	5.958301e-01	-1.564800e+00	0.000000e+00	0.000000e+00	8.428048e-02	6.009746e-01
83500	0.5833	44.0647	5.956020e-01	-1.616074e+00	0.000000e+00	0.000000e+00	5.886276e-02	6.090413e-01
83600	0.4912	43.3453	5.931829e-01	-1.627507e+00	0.000000e+00	0.000000e+00	7.141671e-02	6.080699e-01
83700	0.6491	42.9856	5.904162e-01	-1.637401e+00	0.000000e+00	0.000000e+00	5.150730e-02	6.105719e-01
83800	0.5574	42.0863	5.923310e-01	-1.605181e+00	0.000000e+00	0.000000e+00	5.113291e-02	5.936560e-01
83900	0.5263	42.0863	5.900661e-01	-1.626051e+00	0.000000e+00	0.000000e+00	3.953308e-02	5.196731e-01
84000	0.5909	41.5468	5.785760e-01	-1.666433e+00	0.000000e+00	0.000000e+00	4.444106e-02	5.597226e-01
84100	0.6316	43.1655	5.815602e-01	-1.677735e+00	0.000000e+00	0.000000e+00	4.143450e-02	5.794048e-01
84200	0.6296	43.7050	5.785229e-01	-1.605368e+00	0.000000e+00	0.000000e+00	4.157236e-02	6.046809e-01
84300	0.5686	42.9856	5.931604e-01	-1.612649e+00	0.000000e+00	0.000000e+00	4.179542e-02	5.737972e-01
84400	0.5263	42.4460	5.937496e-01	-1.644902e+00	0.000000e+00	0.000000e+00	4.105003e-02	5.744879e-01
84500	0.5667	42.9856	5.878188e-01	-1.627259e+00	0.000000e+00	0.000000e+00	4.114977e-02	5.950023e-01
84600	0.3542	42.9856	5.907473e-01	-1.603179e+00	0.000000e+00	0.000000e+00	7.050515e-02	5.985929e-01
84700	0.5082	42.8058	5.986420e-01	-1.616790e+00	0.000000e+00	0.000000e+00	6.112460e-02	6.095625e-01
84800	0.4667	42.2662	6.017932e-01	-1.629691e+00	0.000000e+00	0.000000e+00	4.212359e-02	6.034781e-01
84900	0.5469	42.4460	6.048147e-01	-1.615922e+00	0.000000e+00	0.000000e+00	4.037861e-02	6.084193e-01
85000	0.5763	42.0863	6.114173e-01	-1.610892e+00	0.000000e+00	0.000000e+00	4.043034e-02	5.612939e-01
85100	0.5385	41.7266	6.078390e-01	-1.584189e+00	0.000000e+00	0.000000e+00	5.974859e-02	5.430911e-01
85200	0.6415	42.6259	6.092060e-01	-1.592287e+00	0.000000e+00	0.000000e+00	3.982961e-02	5.196373e-01
85300	0.5246	42.6259	6.084784e-01	-1.592930e+00	0.000000e+00	0.000000e+00	4.960135e-02	5.059379e-01
85400	0.6000	44.0647	5.980659e-01	-1.590781e+00	0.000000e+00	0.000000e+00	8.815247e-02	5.290902e-01
85500	0.5932	43.8849	5.965872e-01	-1.643635e+00	0.000000e+00	0.000000e+00	4.898688e-02	4.618997e-01
85600	0.5833	44.4245	6.011364e-01	-1.580053e+00	0.000000e+00	0.000000e+00	4.893535e-02	4.654164e-01
85700	0.5556	43.8849	6.108944e-01	-1.592058e+00	0.000000e+00	0.000000e+00	4.948101e-02	4.650865e-01
85800	0.3651	44.0647	6.196526e-01	-1.571776e+00	0.000000e+00	0.000000e+00	5.215006e-02	4.735811e-01
85900	0.4355	45.1439	6.113651e-01	-1.573598e+00	0.000000e+00	0.000000e+00	5.228838e-02	5.046423e-01
86000	0.4833	44.4245	6.140908e-01	-1.570028e+00	0.000000e+00	0.000000e+00	4.677736e-02	5.118970e-01
86100	0.2593	43.8849	6.109745e-01	-1.595634e+00	0.000000e+00	0.000000e+00	4.680960e-02	5.299694e-01
86200	0.4906	43.8849	6.109988e-01	-1.612970e+00	0.000000e+00	0.000000e+00	4.484819e-02	5.308928e-01
86300	0.6167	43.7050	5.979247e-01	-1.609813e+00	0.000000e+00	0.000000e+00	6.365114e-02	4.803518e-01
86400	0.6071	42.0863	5.913726e-01	-1.615064e+00	0.000000e+00	0.000000e+00	5.814350e-02	4.885652e-01
86500	0.5500	42.0863	6.045044e-01	-1.640281e+00	0.000000e+00	0.000000e+00	3.891902e-02	5.154009e-01
86600	0.4043	41.7266	6.068005e-01	-1.638476e+00	0.000000e+00	0.000000e+00	3.905126e-02	5.241678e-01
86700	0.4706	41.3669	5.981479e-01	-1.635516e+00	0.000000e+00	0.000000e+00	1.295860e-01	5.223803e-01
86800	0.3276	42.0863	5.973724e-01	-1.647068e+00	0.000000e+00	0.000000e+00	1.154517e-01	5.271509e-01
86900	0.4510	40.4676	5.976435e-01	-1.638110e+00	0.000000e+00	0.000000e+00	1.088198e-01	5.309676e-01
87000	0.5000	41.0072	6.072278e-01	-1.612536e+00	0.000000e+00	0.000000e+00	1.919260e-01	5.580174e-01
87100	0.5769	40.1079	6.064610e-01	-1.635057e+00	0.000000e+00	0.000000e+00	8.910000e-02	5.309782e-01
87200	0.6047	40.2878	6.081325e-01	-1.640531e+00	0.000000e+00	0.000000e+00	8.901016e-02	5.192482e-01
87300	0.5000	40.8273	6.041283e-01	-1.618000e+00	0.000000e+00	0.000000e+00	1.040134e-01	5.480161e-01
87400	0.5472	40.6475	6.066097e-01	-1.658094e+00	0.000000e+00	0.000000e+00	6.459172e-02	5.752502e-01
87500	0.6364	41.3669	6.110984e-01	-1.627303e+00	0.000000e+00	0.000000e+00	3.975916e-02	5.433232e-01
87600	0.3929	41.5468	6.102612e-01	-1.611472e+00	0.000000e+00	0.000000e+00	4.973066e-02	5.435403e-01
87700	0.4423	41.9065	6.062372e-01	-1.612098e+00	0.000000e+00	0.000000e+00	4.459172e-02	5.288138e-01
87800	0.5185	41.5468	6.047175e-01	-1.629164e+00	0.000000e+00	0.000000e+00	3.198432e-02	5.321838e-01
87900	0.4717	42.0863	5.989304e-01	-1.592986e+00	0.000000e+00	0.000000e+00	4.558467e-02	5.504240e-01
88000	0.4808	41.0072	5.906852e-01	-1.602550e+00	0.000000e+00	0.000000e+00	4.542494e-02	5.378072e-01
88100	0.5833	40.2878	6.017785e-01	-1.613720e+00	0.000000e+00	0.000000e+00	9.792724e-03	5.086325e-01
88200	0.3968	39.9281	6.102370e-01	-1.610060e+00	0.000000e+00	0.000000e+00	7.052669e-03	5.134831e-01
88300	0.2963	40.6475	6.139780e-01	-1.603776e+00	0.000000e+00	0.000000e+00	1.212087e-02	5.230327e-01
88400	0.4068	41.9065	6.066269e-01	-1.596988e+00	0.000000e+00	0.000000e+00	4.995072e-03	5.461481e-01
88500	0.4833	41.5468	6.082296e-01	-1.617280e+00	0.000000e+00	0.000000e+00	4.999715e-03	5.406879e-01
88600	0.5741	42.0863	6.075885e-01	-1.621254e+00	0.000000e+00	0.000000e+00	2.063026e-02	5.448355e-01
88700	0.4231	42.8058	6.073460e-01	-1.597464e+00	0.000000e+00	0.000000e+00	7.776401e-02	5.555970e-01
88800	0.5082	42.6259	6.065647e-01	-1.622400e+00	0.000000e+00	0.000000e+00	2.968502e-02	5.171314e-01
88900	0.4737	41.5468	6.051629e-01	-1.629816e+00	0.000000e+00	0.000000e+00	3.406304e-02	5.480767e-01
89000	0.5000	42.0863	6.051446e-01	-1.615079e+00	0.000000e+00	0.000000e+00	5.616391e-02	5.296232e-01
89100	0.5000	41.5468	6.157610e-01	-1.633968e+00	0.000000e+00	0.000000e+00	2.098762e-02	5.352769e-01
89200	0.5758	40.2878	6.077466e-01	-1.589707e+00	0.000000e+00	0.000000e+00	7.104278e-03	5.428592e-01
89300	0.5738	41.0072	6.020958e-01	-1.628557e+00	0.000000e+00	0.000000e+00	1.731030e-02	5.337443e-01
89400	0.4545	41.5468	5.987921e-01	-1.633564e+00	0.000000e+00	0.000000e+00	2.907608e-02	5.484103e-01
89500	0.5556	40.6475	6.081738e-01	-1.621889e+00	0.000000e+00	0.000000e+00	5.935568e-03	6.484454e-01
89600	0.5645	41.1871	6.042745e-01	-1.653840e+00	0.000000e+00	0.000000e+00	2.190768e-02	6.386622e-01
89700	0.6167	42.0863	5.937094e-01	-1.579482e+00	0.000000e+00	0.000000e+00	1.022594e-02	6.536636e-01
89800	0.4386	42.0863	6.009753e-01	-1.582892e+00	0.000000e+00	0.000000e+00	2.436994e-02	6.305314e-01
89900	0.5357	43.8849	6.045981e-01	-1.590218e+00	0.000000e+00	0.000000e+00	1.837306e-02	6.648679e-01
90000	0.4107	44.7842	6.016006e-01	-1.571365e+00	0.000000e+00	0.000000e+00	1.566955e-02	6.647284e-01
90100	0.5410	45.3237	5.951559e-01	-1.602475e+00	0.000000e+00	0.000000e+00	1.629204e-02	6.865649e-01
90200	0.4231	45.3237	6.002656e-01	-1.596937e+00	0.000000e+00	0.000000e+00	4.023872e-02	6.641455e-01
90300	0.4688	44.2446	5.917450e-01	-1.627569e+00	0.000000e+00	0.000000e+00	4.032267e-02	6.649200e-01
90400	0.6200	42.9856	6.010104e-01	-1.616480e+00	0.000000e+00	0.000000e+00	4.932048e-02	6.633877e-01
90500	0.4516	41.9065	6.070981e-01	-1.637902e+00	0.000000e+00	0.000000e+00	3.012790e-02	6.416392e-01
90600	0.5000	42.9856	6.017447e-01	-1.613514e+00	0.000000e+00	0.000000e+00	3.651027e-02	6.059085e-01
90700	0.6250	43.5252	5.991222e-01	-1.603459e+00	0.000000e+00	0.000000e+00	2.201692e-02	6.110303e-01
90800	0.4821	43.3453	6.009551e-01	-1.548955e+00	0.000000e+00	0.000000e+00	2.927924e-02	6.101830e-01
90900	0.3390	42.6259	5.999968e-01	-1.567642e+00	0.000000e+00	0.000000e+00	1.746329e-02	6.097529e-01
91000	0.6364	41.9065	6.018313e-01	-1.586214e+00	0.000000e+00	0.000000e+00	1.189740e-02	6.069194e-01
91100	0.6087	42.6259	5.986745e-01	-1.574538e+00	0.000000e+00	0.000000e+00	1.240933e-02	6.014548e-01
91200	0.5094	41.3669	6.018616e-01	-1.587930e+00	0.000000e+00	0.000000e+00	1.411938e-02	6.018800e-01
91300	0.5172	40.6475	6.053253e-01	-1.659879e+00	0.000000e+00	0.000000e+00	3.201416e-03	6.379752e-01
91400	0.3889	40.1079	6.091055e-01	-1.643990e+00	0.000000e+00	0.000000e+00	3.948352e-03	6.326110e-01
91500	0.4500	39.5683	6.068303e-01	-1.617016e+00	0.000000e+00	0.000000e+00	2.160946e-03	6.391154e-01
91600	0.3529	39.9281	6.120271e-01	-1.582669e+00	0.000000e+00	0.000000e+00	3.395492e-03	6.243148e-01
91700	0.3962	40.4676	6.061883e-01	-1.587296e+00	0.000000e+00	0.000000e+00	2.023230e-02	6.301305e-01
91800	0.3704	40.1079	6.031098e-01	-1.576106e+00	0.000000e+00	0.000000e+00	2.255510e-02	6.355026e-01
91900	0.5686	40.6475	6.024007e-01	-1.586501e+00	0.000000e+00	0.000000e+00	2.219316e-02	6.176804e-01
92000	0.4909	42.6259	5.957173e-01	-1.571337e+00	0.000000e+00	0.000000e+00	2.611220e-02	5.979513e-01
92100	0.5102	42.6259	6.023180e-01	-1.567008e+00	0.000000e+00	0.000000e+00	4.220532e-02	5.836091e-01
92200	0.4098	41.7266	6.170722e-01	-1.586740e+00	0.000000e+00	0.000000e+00	8.167672e-02	5.809549e-01
92300	0.7414	41.5468	6.200547e-01	-1.595248e+00	0.000000e+00	0.000000e+00	9.552948e-02	5.774792e-01
92400	0.5319	41.7266	6.174245e-01	-1.591431e+00	0.000000e+00	0.000000e+00	4.180681e-02	5.905300e-01
92500	0.5593	42.0863	6.366671e-01	-1.624721e+00	0.000000e+00	0.000000e+00	5.196111e-02	5.934132e-01
92600	0.5818	41.7266	6.186206e-01	-1.614556e+00	0.000000e+00	0.000000e+00	2.584117e-02	5.758441e-01
92700	0.4921	42.4460	6.128843e-01	-1.645108e+00	0.000000e+00	0.000000e+00	5.117649e-02	5.970153e-01
92800	0.4762	43.1655	6.142626e-01	-1.615826e+00	0.000000e+00	0.000000e+00	4.540079e-02	5.819889e-01
92900	0.3750	43.3453	6.108575e-01	-1.623501e+00	0.000000e+00	0.000000e+00	4.853746e-02	5.705025e-01
93000	0.4909	44.0647	6.167158e-01	-1.632563e+00	0.000000e+00	0.000000e+00	7.291895e-02	6.143838e-01
93100	0.4407	42.8058	6.156290e-01	-1.629104e+00	0.000000e+00	0.000000e+00	8.314665e-02	6.169812e-01
93200	0.4915	41.1871	6.204856e-01	-1.652561e+00	0.000000e+00	0.000000e+00	6.793458e-02	6.091096e-01
93300	0.5957	40.2878	6.180824e-01	-1.612268e+00	0.000000e+00	0.000000e+00	6.960080e-02	6.080400e-01
93400	0.5800	39.7482	6.063771e-01	-1.621914e+00	0.000000e+00	0.000000e+00	1.948706e-02	6.053368e-01
93500	0.5789	40.4676	6.015726e-01	-1.638879e+00	0.000000e+00	0.000000e+00	7.832402e-03	6.090732e-01
93600	0.5085	41.0072	5.956107e-01	-1.664228e+00	0.000000e+00	0.000000e+00	7.834038e-03	6.096622e-01
93700	0.3966	41.1871	5.913224e-01	-1.629640e+00	0.000000e+00	0.000000e+00	6.087445e-02	5.923784e-01
93800	0.2941	40.6475	5.870999e-01	-1.609966e+00	0.000000e+00	0.000000e+00	9.655736e-02	5.970295e-01
93900	0.4286	40.4676	5.866198e-01	-1.584262e+00	0.000000e+00	0.000000e+00	9.334294e-02	5.895419e-01
94000	0.3704	41.3669	5.941291e-01	-1.626859e+00	0.000000e+00	0.000000e+00	7.901615e-02	5.925606e-01
94100	0.5357	42.0863	5.995163e-01	-1.634564e+00	0.000000e+00	0.000000e+00	8.233093e-02	6.002950e-01
94200	0.5849	43.3453	5.976814e-01	-1.617419e+00	0.000000e+00	0.000000e+00	1.132893e-01	6.236813e-01
94300	0.6800	43.8849	6.012092e-01	-1.611417e+00	0.000000e+00	0.000000e+00	5.015675e-02	6.044362e-01
94400	0.5965	43.8849	6.002852e-01	-1.664180e+00	0.000000e+00	0.000000e+00	7.832276e-02	6.177171e-01
94500	0.4717	42.6259	5.982195e-01	-1.651863e+00	0.000000e+00	0.000000e+00	7.804815e-02	6.144840e-01
94600	0.6786	44.4245	5.891788e-01	-1.621440e+00	0.000000e+00	0.000000e+00	9.383873e-02	5.562672e-01
