# Step	Acceptance_Rate	Sequence_Identity_%	CAI	Free_Energy	CpG	Stem	UTR_Hybridisation	Initial_Hybridisation
49900	0.4912	41.9065	6.231573e-01	-1.610054e+00	0.000000e+00	0.000000e+00	1.636216e-01	5.140962e-01
50000	0.5000	42.4460	6.190283e-01	-1.615063e+00	0.000000e+00	0.000000e+00	1.523980e-01	5.521447e-01
50100	0.6393	42.9856	6.167696e-01	-1.591260e+00	0.000000e+00	0.000000e+00	1.427219e-01	5.739301e-01
50200	0.5254	42.9856	6.232444e-01	-1.602169e+00	0.000000e+00	0.000000e+00	1.468845e-01	5.529196e-01
50300	0.4600	42.9856	6.097885e-01	-1.580224e+00	0.000000e+00	0.000000e+00	2.076862e-01	5.365527e-01
50400	0.4138	42.9856	6.125049e-01	-1.559613e+00	0.000000e+00	0.000000e+00	1.410321e-01	5.994657e-01
50500	0.5385	43.7050	6.033076e-01	-1.625463e+00	0.000000e+00	0.000000e+00	1.356304e-01	5.372693e-01
50600	0.5690	42.9856	6.062350e-01	-1.611482e+00	0.000000e+00	0.000000e+00	9.843009e-02	5.677595e-01
50700	0.5789	43.8849	6.061298e-01	-1.613645e+00	0.000000e+00	0.000000e+00	1.333902e-01	5.290330e-01
50800	0.5660	42.6259	6.088986e-01	-1.614671e+00	0.000000e+00	0.000000e+00	1.401122e-01	5.051879e-01
50900	0.6182	43.3453	6.076456e-01	-1.604325e+00	0.000000e+00	0.000000e+00	1.339160e-01	5.058605e-01
51000	0.7273	43.3453	6.056497e-01	-1.661565e+00	0.000000e+00	0.000000e+00	8.724472e-02	5.804091e-01
51100	0.4762	42.8058	6.116472e-01	-1.645727e+00	0.000000e+00	0.000000e+00	1.303316e-01	4.761185e-01
51200	0.6538	43.5252	6.044602e-01	-1.648152e+00	0.000000e+00	0.000000e+00	1.341775e-01	4.768089e-01
51300	0.5455	43.5252	6.018051e-01	-1.617360e+00	0.000000e+00	0.000000e+00	1.341565e-01	4.772505e-01
51400	0.4000	44.0647	6.041310e-01	-1.585705e+00	0.000000e+00	0.000000e+00	1.339143e-01	4.778171e-01
51500	0.5345	43.8849	6.090867e-01	-1.635824e+00	0.000000e+00	0.000000e+00	1.339119e-01	4.769402e-01
51600	0.7037	43.8849	6.019319e-01	-1.606877e+00	0.000000e+00	0.000000e+00	8.836411e-02	4.735617e-01
51700	0.6170	44.0647	6.001992e-01	-1.615518e+00	0.000000e+00	0.000000e+00	8.762369e-02	4.788676e-01
51800	0.4677	43.5252	5.972366e-01	-1.595893e+00	0.000000e+00	0.000000e+00	8.762712e-02	4.779782e-01
51900	0.3704	43.5252	6.005538e-01	-1.628283e+00	0.000000e+00	0.000000e+00	8.741060e-02	4.807637e-01
52000	0.6226	42.9856	6.017628e-01	-1.645879e+00	0.000000e+00	0.000000e+00	8.740623e-02	4.861490e-01
52100	0.5849	43.1655	5.982720e-01	-1.645702e+00	0.000000e+00	0.000000e+00	8.730579e-02	4.895060e-01
52200	0.5323	42.2662	5.916252e-01	-1.654492e+00	0.000000e+00	0.000000e+00	5.214445e-02	5.650148e-01
52300	0.6154	41.3669	5.842271e-01	-1.644067e+00	0.000000e+00	0.000000e+00	5.119744e-02	4.855108e-01
52400	0.5167	40.8273	5.948465e-01	-1.621777e+00	0.000000e+00	0.000000e+00	5.119744e-02	5.256345e-01
52500	0.5769	40.8273	5.947473e-01	-1.650120e+00	0.000000e+00	0.000000e+00	5.119120e-02	4.932219e-01
52600	0.4615	41.9065	5.843905e-01	-1.629832e+00	0.000000e+00	0.000000e+00	6.798946e-02	4.870308e-01
52700	0.6406	42.6259	5.732844e-01	-1.602429e+00	0.000000e+00	0.000000e+00	5.119879e-02	4.804477e-01
52800	0.5738	43.1655	5.796703e-01	-1.567286e+00	0.000000e+00	0.000000e+00	5.119120e-02	4.828813e-01
52900	0.6000	42.8058	5.790672e-01	-1.546236e+00	0.000000e+00	0.000000e+00	5.118943e-02	4.832533e-01
53000	0.5091	43.1655	5.880585e-01	-1.599017e+00	0.000000e+00	0.000000e+00	6.131223e-02	5.022705e-01
53100	0.2951	42.9856	5.873558e-01	-1.606936e+00	0.000000e+00	0.000000e+00	8.719078e-02	4.764561e-01
53200	0.5893	44.7842	5.943541e-01	-1.581178e+00	0.000000e+00	0.000000e+00	8.723367e-02	4.767234e-01
53300	0.5690	44.6043	5.904151e-01	-1.554262e+00	0.000000e+00	0.000000e+00	6.050089e-02	4.997939e-01
53400	0.6667	44.0647	5.920966e-01	-1.551910e+00	0.000000e+00	0.000000e+00	6.226488e-02	4.919811e-01
53500	0.5938	43.8849	5.975047e-01	-1.556253e+00	0.000000e+00	0.000000e+00	5.083180e-02	6.127151e-01
53600	0.6034	44.0647	5.991185e-01	-1.562548e+00	0.000000e+00	0.000000e+00	5.338250e-02	5.516115e-01
53700	0.5156	44.0647	6.084491e-01	-1.569800e+00	0.000000e+00	0.000000e+00	5.090370e-02	5.580664e-01
53800	0.5312	43.3453	6.144701e-01	-1.562718e+00	0.000000e+00	0.000000e+00	5.103863e-02	5.021053e-01
53900	0.5172	43.7050	6.089794e-01	-1.563598e+00	0.000000e+00	0.000000e+00	5.105039e-02	5.021742e-01
54000	0.5686	43.1655	6.157776e-01	-1.560887e+00	0.000000e+00	0.000000e+00	5.146915e-02	4.840142e-01
54100	0.6346	42.4460	6.180626e-01	-1.522523e+00	0.000000e+00	0.000000e+00	5.146287e-02	4.839177e-01
54200	0.6981	42.4460	6.183577e-01	-1.547171e+00	0.000000e+00	0.000000e+00	5.142862e-02	5.043319e-01
54300	0.5455	42.6259	6.227071e-01	-1.533430e+00	0.000000e+00	0.000000e+00	5.112587e-02	4.630400e-01
54400	0.5000	42.0863	6.184468e-01	-1.554223e+00	0.000000e+00	0.000000e+00	6.126663e-02	4.652395e-01
54500	0.6949	41.9065	6.252332e-01	-1.577046e+00	0.000000e+00	0.000000e+00	5.617839e-02	4.539584e-01
54600	0.5098	41.7266	6.254163e-01	-1.573011e+00	0.000000e+00	0.000000e+00	6.462860e-02	4.792433e-01
54700	0.5000	40.1079	6.126261e-01	-1.600156e+00	0.000000e+00	0.000000e+00	5.118572e-02	5.256332e-01
54800	0.4694	40.4676	6.198118e-01	-1.598248e+00	0.000000e+00	0.000000e+00	6.172834e-02	4.395064e-01
54900	0.4821	41.3669	6.270033e-01	-1.611618e+00	0.000000e+00	0.000000e+00	7.146646e-02	4.443764e-01
55000	0.3500	41.7266	6.206600e-01	-1.599992e+00	0.000000e+00	0.000000e+00	5.082380e-02	4.909456e-01
55100	0.6441	40.6475	6.113295e-01	-1.629430e+00	0.000000e+00	0.000000e+00	5.600180e-02	4.658584e-01
55200	0.6346	41.0072	6.108030e-01	-1.663359e+00	0.000000e+00	0.000000e+00	5.643000e-02	4.602822e-01
55300	0.5082	41.1871	5.998782e-01	-1.668806e+00	0.000000e+00	0.000000e+00	5.605354e-02	4.624155e-01
55400	0.6727	40.2878	5.983637e-01	-1.636687e+00	0.000000e+00	0.000000e+00	6.117886e-02	4.669934e-01
55500	0.6364	41.3669	5.948085e-01	-1.603151e+00	0.000000e+00	0.000000e+00	8.366403e-02	4.591590e-01
55600	0.5645	41.1871	5.975841e-01	-1.606568e+00	0.000000e+00	0.000000e+00	8.230152e-02	4.866080e-01
55700	0.5532	41.5468	5.971643e-01	-1.603578e+00	0.000000e+00	0.000000e+00	8.215811e-02	4.813318e-01
55800	0.6481	40.8273	5.830202e-01	-1.645295e+00	0.000000e+00	0.000000e+00	8.265726e-02	4.887093e-01
55900	0.5283	41.7266	5.871339e-01	-1.563610e+00	0.000000e+00	0.000000e+00	9.294130e-02	4.382874e-01
56000	0.3621	41.9065	5.890147e-01	-1.581511e+00	0.000000e+00	0.000000e+00	9.126554e-02	4.792511e-01
56100	0.5741	42.2662	5.922371e-01	-1.554503e+00	0.000000e+00	0.000000e+00	9.957412e-02	5.190790e-01
56200	0.5818	43.7050	5.841249e-01	-1.579975e+00	0.000000e+00	0.000000e+00	1.051906e-01	5.028214e-01
56300	0.5472	43.5252	5.865460e-01	-1.580849e+00	0.000000e+00	0.000000e+00	9.950283e-02	5.386771e-01
56400	0.5424	42.8058	5.964248e-01	-1.591417e+00	0.000000e+00	0.000000e+00	9.932205e-02	4.821024e-01
56500	0.6949	42.2662	6.032548e-01	-1.564140e+00	0.000000e+00	0.000000e+00	9.683071e-02	4.890349e-01
56600	0.5312	42.0863	6.004082e-01	-1.586221e+00	0.000000e+00	0.000000e+00	7.164674e-02	4.601284e-01
56700	0.5893	41.7266	6.039875e-01	-1.658132e+00	0.000000e+00	0.000000e+00	6.677216e-02	4.298300e-01
56800	0.5273	41.5468	6.103363e-01	-1.625193e+00	0.000000e+00	0.000000e+00	6.677305e-02	4.297384e-01
56900	0.4808	42.0863	6.185215e-01	-1.598714e+00	0.000000e+00	0.000000e+00	9.248172e-02	4.959532e-01
57000	0.4800	41.9065	6.158491e-01	-1.637266e+00	0.000000e+00	0.000000e+00	6.154421e-02	4.674973e-01
57100	0.4792	43.3453	6.085772e-01	-1.601662e+00	0.000000e+00	0.000000e+00	6.167385e-02	4.864292e-01
57200	0.5574	42.6259	6.164409e-01	-1.553828e+00	0.000000e+00	0.000000e+00	5.138624e-02	5.128330e-01
57300	0.4211	41.0072	6.184691e-01	-1.580197e+00	0.000000e+00	0.000000e+00	5.056411e-02	4.821996e-01
57400	0.5833	41.3669	6.140647e-01	-1.603236e+00	0.000000e+00	0.000000e+00	5.635349e-02	4.564915e-01
57500	0.6316	41.0072	6.115077e-01	-1.561990e+00	0.000000e+00	0.000000e+00	6.240535e-02	4.470690e-01
57600	0.6102	41.7266	6.097015e-01	-1.584617e+00	0.000000e+00	0.000000e+00	6.093562e-02	4.588083e-01
57700	0.5455	40.8273	6.089833e-01	-1.593084e+00	0.000000e+00	0.000000e+00	7.988689e-02	4.628267e-01
57800	0.5439	42.0863	6.099947e-01	-1.575263e+00	0.000000e+00	0.000000e+00	8.766351e-02	4.809760e-01
57900	0.3962	41.0072	6.210853e-01	-1.573897e+00	0.000000e+00	0.000000e+00	8.276148e-02	5.144137e-01
58000	0.6071	41.7266	6.218969e-01	-1.583646e+00	0.000000e+00	0.000000e+00	8.578718e-02	4.711625e-01
58100	0.6981	42.0863	6.139478e-01	-1.632443e+00	0.000000e+00	0.000000e+00	8.649004e-02	4.736810e-01
58200	0.6071	41.5468	6.117978e-01	-1.640291e+00	0.000000e+00	0.000000e+00	6.312742e-02	4.326595e-01
58300	0.5645	40.6475	6.169906e-01	-1.616873e+00	0.000000e+00	0.000000e+00	6.903628e-02	4.475690e-01
58400	0.5789	40.2878	6.123165e-01	-1.675773e+00	0.000000e+00	0.000000e+00	1.123641e-01	4.401201e-01
58500	0.5172	40.4676	6.152476e-01	-1.666172e+00	0.000000e+00	0.000000e+00	1.017223e-01	4.618693e-01
58600	0.5593	41.3669	6.116078e-01	-1.643300e+00	0.000000e+00	0.000000e+00	1.147603e-01	4.615410e-01
58700	0.4426	41.1871	6.193028e-01	-1.652266e+00	0.000000e+00	0.000000e+00	8.324855e-02	4.648607e-01
58800	0.6863	40.4676	6.154999e-01	-1.601435e+00	0.000000e+00	0.000000e+00	8.311028e-02	4.926124e-01
58900	0.6552	41.3669	6.160704e-01	-1.642984e+00	0.000000e+00	0.000000e+00	7.038532e-02	5.095471e-01
59000	0.5098	41.9065	6.188616e-01	-1.633272e+00	0.000000e+00	0.000000e+00	6.384837e-02	5.077293e-01
59100	0.5424	42.0863	6.204049e-01	-1.626786e+00	0.000000e+00	0.000000e+00	5.131968e-02	5.887877e-01
59200	0.5106	41.7266	6.137428e-01	-1.637936e+00	0.000000e+00	0.000000e+00	5.133629e-02	5.870288e-01
59300	0.7273	41.3669	6.087734e-01	-1.587733e+00	0.000000e+00	0.000000e+00	5.635909e-02	5.312577e-01
59400	0.5690	41.7266	6.082770e-01	-1.590608e+00	0.000000e+00	0.000000e+00	5.136446e-02	5.100854e-01
59500	0.4889	42.0863	6.065666e-01	-1.558747e+00	0.000000e+00	0.000000e+00	5.114187e-02	5.105990e-01
59600	0.5556	42.0863	6.123239e-01	-1.630173e+00	0.000000e+00	0.000000e+00	6.293765e-02	4.661523e-01
59700	0.6122	42.4460	6.234978e-01	-1.611873e+00	0.000000e+00	0.000000e+00	6.163458e-02	4.410737e-01
59800	0.5965	42.8058	6.130016e-01	-1.574351e+00	0.000000e+00	0.000000e+00	6.209142e-02	4.351176e-01
59900	0.4737	43.3453	6.115890e-01	-1.581573e+00	0.000000e+00	0.000000e+00	6.231804e-02	4.417656e-01
60000	0.3148	43.5252	6.053048e-01	-1.578419e+00	0.000000e+00	0.000000e+00	6.111059e-02	4.391131e-01
60100	0.5490	43.3453	6.002618e-01	-1.611081e+00	0.000000e+00	0.000000e+00	5.641795e-02	4.278139e-01
60200	0.5000	43.1655	6.004969e-01	-1.596671e+00	0.000000e+00	0.000000e+00	6.172884e-02	4.168978e-01
60300	0.3478	43.3453	5.992132e-01	-1.603783e+00	0.000000e+00	0.000000e+00	5.648744e-02	4.102546e-01
60400	0.3966	43.3453	5.994518e-01	-1.621716e+00	0.000000e+00	0.000000e+00	7.655064e-02	4.866523e-01
60500	0.2623	43.1655	6.004778e-01	-1.609079e+00	0.000000e+00	0.000000e+00	4.999567e-02	5.757728e-01
60600	0.6415	41.7266	6.055819e-01	-1.613708e+00	0.000000e+00	0.000000e+00	1.011536e-01	5.305764e-01
60700	0.4483	41.0072	6.016870e-01	-1.594535e+00	0.000000e+00	0.000000e+00	8.161984e-02	5.238697e-01
60800	0.3966	40.6475	6.007026e-01	-1.590344e+00	0.000000e+00	0.000000e+00	8.932421e-02	5.235318e-01
60900	0.3939	41.7266	5.983665e-01	-1.635468e+00	0.000000e+00	0.000000e+00	1.058362e-01	4.810293e-01
61000	0.4259	41.3669	5.914445e-01	-1.636125e+00	0.000000e+00	0.000000e+00	9.178532e-02	4.792541e-01
61100	0.5667	41.9065	5.954164e-01	-1.663280e+00	0.000000e+00	0.000000e+00	7.614240e-02	4.661328e-01
61200	0.5636	41.3669	5.909561e-01	-1.615865e+00	0.000000e+00	0.000000e+00	9.863062e-02	4.657841e-01
61300	0.3214	41.0072	5.837454e-01	-1.641928e+00	0.000000e+00	0.000000e+00	8.934568e-02	4.665415e-01
61400	0.3810	41.0072	5.919024e-01	-1.665780e+00	0.000000e+00	0.000000e+00	7.955154e-02	4.784166e-01
61500	0.4375	40.4676	5.973085e-01	-1.673738e+00	0.000000e+00	0.000000e+00	8.423347e-02	4.423851e-01
61600	0.4286	40.1079	5.995397e-01	-1.652363e+00	0.000000e+00	0.000000e+00	8.679571e-02	4.350978e-01
61700	0.5667	41.1871	6.132029e-01	-1.660163e+00	0.000000e+00	0.000000e+00	8.715995e-02	4.388685e-01
61800	0.3725	41.5468	6.182555e-01	-1.639236e+00	0.000000e+00	0.000000e+00	1.030107e-01	4.375458e-01
61900	0.5918	41.3669	6.285589e-01	-1.672187e+00	0.000000e+00	0.000000e+00	9.622859e-02	5.066246e-01
62000	0.5357	41.1871	6.224550e-01	-1.670355e+00	0.000000e+00	0.000000e+00	1.046175e-01	4.386575e-01
62100	0.4706	39.7482	6.182751e-01	-1.675428e+00	0.000000e+00	0.000000e+00	9.662746e-02	4.331752e-01
62200	0.5091	39.7482	6.276750e-01	-1.663427e+00	0.000000e+00	0.000000e+00	9.544578e-02	4.293713e-01
62300	0.4151	39.9281	6.262881e-01	-1.705873e+00	0.000000e+00	0.000000e+00	1.015576e-01	4.295406e-01
62400	0.4310	41.0072	6.218364e-01	-1.637192e+00	0.000000e+00	0.000000e+00	9.957807e-02	4.299198e-01
62500	0.3043	40.1079	6.187315e-01	-1.628746e+00	0.000000e+00	0.000000e+00	9.435850e-02	4.280637e-01
62600	0.2642	40.2878	6.204522e-01	-1.615155e+00	0.000000e+00	0.000000e+00	7.921228e-02	5.523669e-01
62700	0.4746	40.6475	6.165632e-01	-1.578873e+00	0.000000e+00	0.000000e+00	1.587987e-01	4.625665e-01
62800	0.5686	40.8273	6.080477e-01	-1.563796e+00	0.000000e+00	0.000000e+00	1.045333e-01	4.698336e-01
62900	0.5192	39.9281	6.014401e-01	-1.579907e+00	0.000000e+00	0.000000e+00	1.046928e-01	4.689893e-01
63000	0.5091	38.6691	6.140154e-01	-1.651450e+00	0.000000e+00	0.000000e+00	8.951015e-02	5.436753e-01
63100	0.5263	38.3094	6.184962e-01	-1.644119e+00	0.000000e+00	0.000000e+00	9.558811e-02	5.469515e-01
63200	0.4483	39.2086	6.260701e-01	-1.643652e+00	0.000000e+00	0.000000e+00	9.244309e-02	5.432842e-01
63300	0.5323	38.6691	6.201482e-01	-1.687157e+00	0.000000e+00	0.000000e+00	9.284483e-02	5.440336e-01
63400	0.5818	38.4892	6.279121e-01	-1.687720e+00	0.000000e+00	0.000000e+00	8.876258e-02	5.440209e-01
63500	0.6000	38.4892	6.279369e-01	-1.689405e+00	0.000000e+00	0.000000e+00	6.683904e-02	5.222118e-01
63600	0.4643	38.1295	6.250787e-01	-1.666511e+00	0.000000e+00	0.000000e+00	1.079362e-01	5.081261e-01
63700	0.2000	38.4892	6.258910e-01	-1.644202e+00	0.000000e+00	0.000000e+00	1.127012e-01	5.118742e-01
63800	0.3509	38.4892	6.200823e-01	-1.650495e+00	0.000000e+00	0.000000e+00	9.575089e-02	5.039136e-01
63900	0.3704	37.7698	6.335566e-01	-1.658034e+00	0.000000e+00	0.000000e+00	1.063087e-01	4.913070e-01
64000	0.3929	37.9496	6.338751e-01	-1.645952e+00	0.000000e+00	0.000000e+00	1.252468e-01	4.940681e-01
64100	0.4182	38.8489	6.217074e-01	-1.682090e+00	0.000000e+00	0.000000e+00	1.025143e-01	4.815389e-01
64200	0.4510	37.7698	6.253563e-01	-1.680020e+00	0.000000e+00	0.000000e+00	1.097990e-01	4.836268e-01
64300	0.3016	38.4892	6.359563e-01	-1.685292e+00	0.000000e+00	0.000000e+00	1.062775e-01	4.547446e-01
64400	0.5161	39.2086	6.313715e-01	-1.680659e+00	0.000000e+00	0.000000e+00	1.001518e-01	4.628715e-01
64500	0.5254	39.7482	6.328537e-01	-1.631655e+00	0.000000e+00	0.000000e+00	1.020655e-01	4.572387e-01
64600	0.4590	39.3885	6.349673e-01	-1.695178e+00	0.000000e+00	0.000000e+00	1.053790e-01	4.727384e-01
64700	0.4921	39.2086	6.289079e-01	-1.705201e+00	0.000000e+00	0.000000e+00	9.545973e-02	4.856025e-01
64800	0.5273	39.7482	6.260944e-01	-1.727367e+00	0.000000e+00	0.000000e+00	1.364032e-01	4.937177e-01
64900	0.4528	40.1079	6.304032e-01	-1.735691e+00	0.000000e+00	0.000000e+00	1.064170e-01	4.853099e-01
65000	0.5172	41.7266	6.188968e-01	-1.666512e+00	0.000000e+00	0.000000e+00	1.056080e-01	4.831592e-01
65100	0.4808	41.9065	6.191304e-01	-1.650591e+00	0.000000e+00	0.000000e+00	1.305702e-01	5.174626e-01
65200	0.3725	41.9065	6.212938e-01	-1.654149e+00	0.000000e+00	0.000000e+00	1.194141e-01	4.986026e-01
65300	0.5517	40.6475	6.259703e-01	-1.701373e+00	0.000000e+00	0.000000e+00	9.534777e-02	4.980953e-01
65400	0.6122	41.3669	6.314307e-01	-1.681543e+00	0.000000e+00	0.000000e+00	9.578936e-02	4.962053e-01
65500	0.5849	42.8058	6.333973e-01	-1.641691e+00	0.000000e+00	0.000000e+00	7.758323e-02	4.955278e-01
65600	0.4074	42.0863	6.311050e-01	-1.639562e+00	0.000000e+00	0.000000e+00	7.758185e-02	4.954254e-01
65700	0.6207	42.8058	6.278690e-01	-1.646134e+00	0.000000e+00	0.000000e+00	7.260083e-02	5.196655e-01
65800	0.5932	44.6043	6.274329e-01	-1.628421e+00	0.000000e+00	0.000000e+00	8.262942e-02	5.196104e-01
65900	0.5185	44.6043	6.253382e-01	-1.598047e+00	0.000000e+00	0.000000e+00	6.749541e-02	5.165005e-01
66000	0.3929	45.1439	6.292825e-01	-1.592576e+00	0.000000e+00	0.000000e+00	6.773566e-02	4.923336e-01
66100	0.4118	44.7842	6.295283e-01	-1.601217e+00	0.000000e+00	0.000000e+00	6.780208e-02	4.924926e-01
66200	0.5692	43.5252	6.254381e-01	-1.667142e+00	0.000000e+00	0.000000e+00	6.797670e-02	5.161116e-01
66300	0.6316	44.4245	6.248877e-01	-1.653958e+00	0.000000e+00	0.000000e+00	6.799752e-02	5.173519e-01
66400	0.5965	43.1655	6.173839e-01	-1.654559e+00	0.000000e+00	0.000000e+00	7.064344e-02	4.907757e-01
66500	0.5645	44.6043	6.066592e-01	-1.651092e+00	0.000000e+00	0.000000e+00	6.798737e-02	5.046295e-01
66600	0.5490	44.2446	6.060166e-01	-1.618983e+00	0.000000e+00	0.000000e+00	6.989089e-02	4.984504e-01
66700	0.3492	43.5252	6.009357e-01	-1.636414e+00	0.000000e+00	0.000000e+00	8.644318e-02	5.118974e-01
66800	0.4565	43.5252	6.051512e-01	-1.623965e+00	0.000000e+00	0.000000e+00	1.231144e-01	5.292307e-01
66900	0.4211	44.4245	6.171063e-01	-1.606436e+00	0.000000e+00	0.000000e+00	9.835584e-02	4.938623e-01
67000	0.4909	44.4245	6.139842e-01	-1.600329e+00	0.000000e+00	0.000000e+00	1.025195e-01	4.830746e-01
67100	0.4423	43.5252	6.225764e-01	-1.610238e+00	0.000000e+00	0.000000e+00	8.885441e-02	5.011753e-01
67200	0.4800	43.1655	6.170880e-01	-1.612766e+00	0.000000e+00	0.000000e+00	7.150586e-02	5.558251e-01
67300	0.4727	43.7050	6.159057e-01	-1.587088e+00	0.000000e+00	0.000000e+00	7.293973e-02	4.991254e-01
67400	0.3721	44.2446	6.160353e-01	-1.578769e+00	0.000000e+00	0.000000e+00	9.222591e-02	4.986723e-01
67500	0.3000	45.1439	6.134440e-01	-1.565050e+00	0.000000e+00	0.000000e+00	1.127897e-01	4.941085e-01
67600	0.3968	45.8633	6.030568e-01	-1.545371e+00	0.000000e+00	0.000000e+00	9.542631e-02	4.946141e-01
67700	0.2586	46.5827	6.089324e-01	-1.531909e+00	0.000000e+00	0.000000e+00	6.670567e-02	5.136326e-01
67800	0.4107	46.7626	6.098237e-01	-1.519131e+00	0.000000e+00	0.000000e+00	8.067743e-02	5.278007e-01
67900	0.4038	44.6043	6.141035e-01	-1.598806e+00	0.000000e+00	0.000000e+00	1.117582e-01	5.532185e-01
68000	0.5000	44.0647	6.187542e-01	-1.639080e+00	0.000000e+00	0.000000e+00	6.795175e-02	5.134821e-01
68100	0.4833	43.8849	6.255174e-01	-1.606173e+00	0.000000e+00	0.000000e+00	6.784272e-02	4.978806e-01
68200	0.4167	43.3453	6.271028e-01	-1.637234e+00	0.000000e+00	0.000000e+00	1.230245e-01	5.110115e-01
68300	0.4821	44.2446	6.297589e-01	-1.620577e+00	0.000000e+00	0.000000e+00	1.328884e-01	5.105142e-01
68400	0.3509	44.2446	6.349479e-01	-1.652479e+00	0.000000e+00	0.000000e+00	1.064003e-01	5.080396e-01
68500	0.2400	44.0647	6.368830e-01	-1.673951e+00	0.000000e+00	0.000000e+00	9.260865e-02	5.086701e-01
68600	0.4800	44.4245	6.275730e-01	-1.667846e+00	0.000000e+00	0.000000e+00	8.997895e-02	5.064740e-01
68700	0.4310	42.9856	6.136564e-01	-1.652395e+00	0.000000e+00	0.000000e+00	1.197605e-01	5.055590e-01
68800	0.5192	43.5252	6.165417e-01	-1.620124e+00	0.000000e+00	0.000000e+00	1.413440e-01	5.069556e-01
68900	0.4074	42.9856	6.206562e-01	-1.589061e+00	0.000000e+00	0.000000e+00	1.351053e-01	5.008346e-01
69000	0.2766	43.1655	6.149361e-01	-1.601833e+00	0.000000e+00	0.000000e+00	1.053227e-01	4.990269e-01
69100	0.5556	42.9856	6.086745e-01	-1.624566e+00	0.000000e+00	0.000000e+00	6.970983e-02	5.209829e-01
69200	0.5082	43.3453	6.061427e-01	-1.594702e+00	0.000000e+00	0.000000e+00	7.371120e-02	5.192338e-01
69300	0.3621	43.7050	6.075424e-01	-1.604746e+00	0.000000e+00	0.000000e+00	7.601905e-02	5.087973e-01
69400	0.4762	43.7050	6.001703e-01	-1.562823e+00	0.000000e+00	0.000000e+00	7.571699e-02	5.189285e-01
69500	0.4853	42.9856	6.040341e-01	-1.589260e+00	0.000000e+00	0.000000e+00	7.014557e-02	5.001923e-01
69600	0.5000	41.5468	6.022652e-01	-1.611776e+00	0.000000e+00	0.000000e+00	6.991425e-02	4.969850e-01
69700	0.4386	41.3669	6.165220e-01	-1.606426e+00	0.000000e+00	0.000000e+00	1.237441e-01	4.923731e-01
69800	0.6111	41.3669	6.176452e-01	-1.598036e+00	0.000000e+00	0.000000e+00	7.012388e-02	4.913546e-01
69900	0.6190	41.1871	6.232389e-01	-1.633435e+00	0.000000e+00	0.000000e+00	9.075020e-02	4.888906e-01
70000	0.4727	40.2878	6.165935e-01	-1.650384e+00	0.000000e+00	0.000000e+00	8.881266e-02	4.891734e-01
70100	0.5000	40.2878	6.256993e-01	-1.653013e+00	0.000000e+00	0.000000e+00	7.025630e-02	4.836372e-01
70200	0.5789	41.1871	6.219887e-01	-1.654143e+00	0.000000e+00	0.000000e+00	7.751361e-02	5.043501e-01
70300	0.5088	42.0863	6.172748e-01	-1.619595e+00	0.000000e+00	0.000000e+00	6.931636e-02	5.280381e-01
70400	0.6000	42.4460	6.173536e-01	-1.637917e+00	0.000000e+00	0.000000e+00	1.849518e-01	4.959493e-01
70500	0.5789	42.2662	6.117248e-01	-1.630322e+00	0.000000e+00	0.000000e+00	1.331621e-01	5.752081e-01
70600	0.6212	42.6259	6.012973e-01	-1.659703e+00	0.000000e+00	0.000000e+00	6.788101e-02	6.012262e-01
70700	0.5769	42.9856	5.952699e-01	-1.687561e+00	0.000000e+00	0.000000e+00	6.787271e-02	6.016243e-01
70800	0.4032	42.2662	6.042869e-01	-1.694077e+00	0.000000e+00	0.000000e+00	7.436986e-02	5.948722e-01
70900	0.4706	41.9065	6.012539e-01	-1.665690e+00	0.000000e+00	0.000000e+00	6.735082e-02	5.969151e-01
71000	0.6522	40.8273	6.075860e-01	-1.636468e+00	0.000000e+00	0.000000e+00	7.824306e-02	5.914283e-01
71100	0.5636	40.4676	6.095516e-01	-1.689234e+00	0.000000e+00	0.000000e+00	9.385069e-02	5.819843e-01
71200	0.4800	39.3885	6.113828e-01	-1.691183e+00	0.000000e+00	0.000000e+00	8.500282e-02	5.879487e-01
71300	0.6207	39.9281	6.200745e-01	-1.627282e+00	0.000000e+00	0.000000e+00	7.455288e-02	5.897421e-01
71400	0.6230	40.6475	6.224244e-01	-1.640578e+00	0.000000e+00	0.000000e+00	6.749953e-02	5.951934e-01
71500	0.5490	41.0072	6.184190e-01	-1.620237e+00	0.000000e+00	0.000000e+00	6.722596e-02	5.737453e-01
71600	0.5536	40.2878	6.243891e-01	-1.647514e+00	0.000000e+00	0.000000e+00	8.328787e-02	5.560844e-01
71700	0.5179	39.9281	6.271640e-01	-1.627955e+00	0.000000e+00	0.000000e+00	8.328364e-02	5.035256e-01
71800	0.5263	40.2878	6.233839e-01	-1.642616e+00	0.000000e+00	0.000000e+00	8.332118e-02	5.035038e-01
71900	0.3654	39.9281	6.182058e-01	-1.649808e+00	0.000000e+00	0.000000e+00	8.997568e-02	5.737157e-01
72000	0.5690	39.9281	6.272996e-01	-1.622133e+00	0.000000e+00	0.000000e+00	8.016916e-02	5.142274e-01
72100	0.4912	40.8273	6.372332e-01	-1.646076e+00	0.000000e+00	0.000000e+00	8.336928e-02	4.988325e-01
72200	0.4211	41.9065	6.361288e-01	-1.610418e+00	0.000000e+00	0.000000e+00	8.013146e-02	5.096967e-01
